"","carat","clarity","carat_clarity","mean_price","mean_table","mean_length","mean_width","mean_depth","mean_depth_percent","mean_volume","mean_price_per_volume"
"799",1.3,"SI1","1.3_SI1",6863.88,57.46,7,6.99,4.32,61.79,211.38,32.47
"800",1.3,"SI2","1.3_SI2",5857.83,58.54,7.03,7,4.29,61.15,211.11,27.75
"801",1.3,"VS1","1.3_VS1",8118.68,57.36,6.98,6.98,4.33,62.08,210.96,38.48
"802",1.3,"VS2","1.3_VS2",7402.77,57.54,6.99,6.98,4.33,61.99,211.26,35.04
"803",1.3,"VVS1","1.3_VVS1",12542.33,58.15,7.03,7.04,4.27,60.67,211.33,59.35
"804",1.3,"VVS2","1.3_VVS2",11388,57.01,7.01,7.01,4.33,61.82,212.78,53.52
"805",1.31,"SI1","1.31_SI1",6600.32,57.62,7.03,7.02,4.32,61.52,213.19,30.96
"806",1.31,"SI2","1.31_SI2",5687.76,57.93,7.02,6.98,4.33,61.85,212.17,26.81
"807",1.31,"VS1","1.31_VS1",8853.86,56.58,7.02,7.03,4.35,61.9,214.68,41.24
"808",1.31,"VS2","1.31_VS2",7716.52,58,7.05,7.03,4.31,61.27,213.61,36.12
"809",1.31,"VVS1","1.31_VVS1",13323.75,56,7.03,7.02,4.34,61.73,214.18,62.21
"810",1.31,"VVS2","1.31_VVS2",11697.86,58.29,7.07,7.07,4.3,60.89,214.94,54.42
"811",1.32,"I1","1.32_I1",4583.5,56.5,6.96,6.9,4.44,64,213.23,21.5
"812",1.32,"IF","1.32_IF",14842,58,6.97,7.01,4.36,62.4,213.03,69.67
"813",1.32,"SI1","1.32_SI1",6663,57.62,7.02,7.01,4.36,62.22,214.56,31.05
"814",1.32,"SI2","1.32_SI2",5774.95,58.2,7.05,7.04,4.32,61.34,214.41,26.93
"815",1.32,"VS1","1.32_VS1",8858.61,57.17,7.03,7.05,4.34,61.64,215.1,41.18
"816",1.32,"VS2","1.32_VS2",8066.6,57.6,7.05,7.04,4.33,61.47,214.91,37.53
"817",1.32,"VVS1","1.32_VVS1",10240.33,59,7.13,7.13,4.3,60.37,218.6,46.85
"818",1.32,"VVS2","1.32_VVS2",11551.5,57.5,7.04,7.07,4.33,61.35,215.52,53.6
"819",1.33,"I1","1.33_I1",4698,56,7.05,7.01,4.36,62,215.47,21.8
"820",1.33,"IF","1.33_IF",18435,57,7.12,7.17,4.3,60.2,219.52,83.98
"821",1.33,"SI1","1.33_SI1",6967.54,56.69,7.02,7.03,4.37,62.18,215.66,32.31
"822",1.33,"SI2","1.33_SI2",6029.66,58.55,7.08,7.04,4.35,61.67,216.82,27.81
"823",1.33,"VS1","1.33_VS1",8295.4,57.42,7.07,7.07,4.35,61.55,217.43,38.15
"824",1.33,"VS2","1.33_VS2",7813.89,58.17,7.07,7.06,4.35,61.64,217.13,35.99
"825",1.33,"VVS1","1.33_VVS1",12255,54,7.02,7.06,4.38,62.2,217.08,56.45
"826",1.33,"VVS2","1.33_VVS2",11868,56.5,7.03,7.04,4.37,62.1,216.28,54.87
"827",1.34,"I1","1.34_I1",6303,55,7.12,7.08,4.38,61.7,220.79,28.55
"828",1.34,"IF","1.34_IF",14386,57.5,7.12,7.14,4.38,61.35,222.67,64.61
"829",1.34,"SI1","1.34_SI1",7621.43,57,7.05,7.05,4.37,61.97,217.2,35.09
"830",1.34,"SI2","1.34_SI2",5971.61,57.87,7.06,7.05,4.37,61.89,217.51,27.45
"831",1.34,"VS1","1.34_VS1",7862.11,57.56,7.06,7.09,4.38,61.96,219.24,35.86
"832",1.34,"VS2","1.34_VS2",8088,57.79,7.1,7.08,4.34,61.25,218.16,37.07
"833",1.34,"VVS1","1.34_VVS1",10947.5,56,7.08,7.08,4.4,62.15,220.56,49.64
"834",1.34,"VVS2","1.34_VVS2",11096,56.6,7.1,7.11,4.36,61.4,220.1,50.41
"835",1.35,"I1","1.35_I1",4601.5,57,7.03,7.03,4.39,62.5,216.96,21.21
"836",1.35,"IF","1.35_IF",14616,57,7.07,7.11,4.41,62.2,221.68,65.93
"837",1.35,"SI1","1.35_SI1",6164.06,57.56,7.09,7.07,4.38,61.82,219.55,28.08
"838",1.35,"SI2","1.35_SI2",5598.21,58.71,7.12,7.08,4.36,61.46,219.79,25.47
"839",1.35,"VS1","1.35_VS1",9307.21,56.79,7.11,7.09,4.39,61.81,221.3,42.06
"840",1.35,"VS2","1.35_VS2",7737.04,58.21,7.1,7.09,4.37,61.65,219.98,35.17
"841",1.35,"VVS1","1.35_VVS1",10639,57,7.06,7.09,4.38,61.9,219.24,48.53
"842",1.35,"VVS2","1.35_VVS2",11247.33,56.67,7.09,7.12,4.37,61.6,220.6,50.99
"843",1.36,"I1","1.36_I1",4509,57,7.11,7.06,4.4,62.1,220.87,20.41
"844",1.36,"SI1","1.36_SI1",7856.27,57.27,7.11,7.12,4.37,61.45,221.22,35.51
"845",1.36,"SI2","1.36_SI2",6194.64,58.07,7.1,7.09,4.4,61.94,221.49,27.97
"846",1.36,"VS1","1.36_VS1",10060.6,58,7.14,7.1,4.37,61.4,221.53,45.41
"847",1.36,"VS2","1.36_VS2",8388.89,57.78,7.19,7.15,4.36,60.73,224.14,37.43
"848",1.36,"VVS1","1.36_VVS1",15316.5,57,7.18,7.18,4.4,61.3,226.83,67.52
"849",1.36,"VVS2","1.36_VVS2",11935.88,57.38,7.13,7.16,4.39,61.31,224.11,53.26
"850",1.37,"IF","1.37_IF",13439,54,7.11,7.15,4.43,62.3,225.21,59.67
"851",1.37,"SI1","1.37_SI1",6339,55,7.13,7.16,4.44,62.1,226.67,27.97
"852",1.37,"SI2","1.37_SI2",6170.81,58.12,7.09,7.1,4.4,62.04,221.49,27.86
"853",1.37,"VS1","1.37_VS1",9456.92,58.23,7.19,7.18,4.37,60.86,225.6,41.92
"854",1.37,"VS2","1.37_VS2",7463.3,56.8,7.13,7.11,4.4,61.83,223.05,33.46
"855",1.37,"VVS1","1.37_VVS1",12398.5,55,7.1,7.1,4.44,62.6,223.82,55.39
"856",1.37,"VVS2","1.37_VVS2",9715.67,57.5,7.16,7.2,4.38,61,225.8,43.03
"857",1.38,"IF","1.38_IF",17598,60,7.32,7.39,4.28,58.2,231.53,76.01
"858",1.38,"SI1","1.38_SI1",6669.33,57,7.21,7.16,4.41,61.33,227.66,29.3
"859",1.38,"SI2","1.38_SI2",6053.42,58.08,7.18,7.17,4.4,61.32,226.51,26.72
"860",1.38,"VS1","1.38_VS1",9786.6,57.8,7.14,7.11,4.42,62.12,224.38,43.62
"861",1.38,"VS2","1.38_VS2",7958,56.67,7.17,7.14,4.41,61.6,225.76,35.25
"862",1.38,"VVS1","1.38_VVS1",14609,56,7.1,7.11,4.43,62.35,223.63,65.33
"863",1.39,"I1","1.39_I1",3949.5,57,7.12,7.12,4.46,62.6,226.1,17.47
"864",1.39,"IF","1.39_IF",13002,55,7.24,7.24,4.39,60.6,230.11,56.5
"865",1.39,"SI1","1.39_SI1",8258.75,57.5,7.18,7.14,4.44,61.99,227.62,36.28
"866",1.39,"SI2","1.39_SI2",6480,57.25,7.1,7.1,4.44,62.52,223.82,28.95
"867",1.39,"VS1","1.39_VS1",9248.67,58.67,7.19,7.17,4.4,61.3,226.83,40.77
"868",1.39,"VS2","1.39_VS2",9047.4,57.4,7.2,7.2,4.4,61.21,228.1,39.66
"869",1.39,"VVS2","1.39_VVS2",10010.33,53.67,7.22,7.26,4.44,61.4,232.73,43.01
"870",1.4,"IF","1.4_IF",10976,57,7.22,7.29,4.42,60.9,232.64,47.18
"871",1.4,"SI1","1.4_SI1",7469.17,58.25,7.14,7.11,4.44,62.37,225.4,33.14
"872",1.4,"SI2","1.4_SI2",7161.08,57.58,7.19,7.19,4.43,61.48,229.01,31.27
"873",1.4,"VS1","1.4_VS1",10925.57,58.29,7.22,7.22,4.4,60.91,229.36,47.64
"874",1.4,"VS2","1.4_VS2",9552.08,57.83,7.16,7.13,4.42,61.84,225.64,42.33
"875",1.4,"VVS1","1.4_VVS1",15971,57,7.2,7.19,4.42,61.35,228.81,69.8
"876",1.4,"VVS2","1.4_VVS2",11460.25,58,7.14,7.11,4.47,62.7,226.92,50.5
"877",1.41,"I1","1.41_I1",4145,58,7.05,7,4.55,64.7,224.54,18.46
"878",1.41,"SI1","1.41_SI1",8058.29,57.71,7.15,7.13,4.45,62.4,226.86,35.52
"879",1.41,"SI2","1.41_SI2",7341.22,57.33,7.2,7.2,4.43,61.59,229.65,31.97
"880",1.41,"VS1","1.41_VS1",10514,58,7.23,7.2,4.07,61.04,211.87,49.62
"881",1.41,"VS2","1.41_VS2",9358.8,58.1,7.18,7.15,4.46,62.2,228.96,40.88
"882",1.41,"VVS1","1.41_VVS1",15740.5,56,7.21,7.27,4.42,61.15,231.68,67.94
"883",1.41,"VVS2","1.41_VVS2",16034.5,59,7.24,7.3,4.39,60.35,232.02,69.11
"884",1.42,"SI1","1.42_SI1",8502.6,59,7.18,7.19,4.43,61.68,228.7,37.18
"885",1.42,"SI2","1.42_SI2",7600.4,58.6,7.22,7.23,4.41,61.08,230.2,33.02
"886",1.42,"VS1","1.42_VS1",10395.8,58,7.26,7.23,4.42,61,232,44.81
"887",1.42,"VS2","1.42_VS2",8279.17,58,7.22,7.18,4.45,61.82,230.69,35.89
"888",1.42,"VVS1","1.42_VVS1",17173.5,59,7.3,7.35,4.36,59.6,233.94,73.41
"889",1.42,"VVS2","1.42_VVS2",10332,57.5,7.16,7.2,4.47,62.25,230.44,44.84
"890",1.43,"SI1","1.43_SI1",8201.44,57.44,7.19,7.17,4.49,62.51,231.47,35.43
"891",1.43,"SI2","1.43_SI2",6086,57,7.02,7,4.63,66,227.52,26.75
"892",1.43,"VS1","1.43_VS1",9842.33,57.33,7.43,7.28,4.27,57.57,230.97,42.61
"893",1.43,"VS2","1.43_VS2",10370,57.75,7.16,7.18,4.48,62.45,230.31,45.03
"894",1.43,"VVS2","1.43_VVS2",12279,55.5,7.25,7.22,4.48,62,234.51,52.36
"895",1.44,"I1","1.44_I1",5339.8,57.76,7.2,7.19,4.47,62.26,231.4,23.08
"896",1.44,"SI1","1.44_SI1",9319.33,57.33,7.21,7.16,4.52,62.93,233.34,39.94
"897",1.44,"SI2","1.44_SI2",6203.67,58,7.36,7.35,4.38,59.5,236.94,26.18
"898",1.44,"VS1","1.44_VS1",9824.4,60,7.2,7.14,4.43,61.74,227.74,43.14
"899",1.44,"VS2","1.44_VS2",10999.5,58.5,7.27,7.21,4.44,61.3,232.73,47.26
"900",1.45,"I1","1.45_I1",4320,67,7.16,7,4.64,64.8,232.56,18.58
"901",1.45,"IF","1.45_IF",9683,61,7.32,7.41,4.46,60.6,241.92,40.03
"902",1.45,"SI1","1.45_SI1",8558,57.5,7.14,7.13,4.44,62.3,226.03,37.86
"903",1.45,"SI2","1.45_SI2",5512.5,63,7.31,7.22,4.46,61.5,235.39,23.42
"904",1.45,"VS1","1.45_VS1",8645,60,7.27,7.16,4.37,60.55,227.47,38.01
"905",1.45,"VS2","1.45_VS2",8943.5,58.17,7.24,7.23,4.45,61.57,232.94,38.39
"906",1.45,"VVS2","1.45_VVS2",17545,56,7.25,7.32,4.52,62,239.88,73.14
"907",1.46,"SI1","1.46_SI1",8289.5,57,7.17,7.2,4.5,62.62,232.31,35.68
"908",1.46,"SI2","1.46_SI2",6799.22,56.78,7.32,7.26,4.47,61.27,237.55,28.62
"909",1.46,"VS1","1.46_VS1",12206,58,7.22,7.22,4.5,62.3,234.58,52.03
"910",1.46,"VS2","1.46_VS2",9837,57.33,7.23,7.24,4.48,61.97,234.51,41.95
"911",1.47,"I1","1.47_I1",4898,59,6.98,6.94,4.64,66.7,224.77,21.79
"912",1.47,"SI1","1.47_SI1",8663,58,7.18,7.23,4.53,62.9,235.16,36.84
"913",1.47,"SI2","1.47_SI2",7243.5,58,7.33,7.31,4.46,61.01,238.98,30.31
"914",1.47,"VS2","1.47_VS2",9328.33,57.67,7.21,7.24,4.5,62.37,234.9,39.71
"915",1.47,"VVS2","1.47_VVS2",8055,60,7.17,7.24,4.51,62.6,234.12,34.41
"916",1.48,"IF","1.48_IF",15164,61,7.54,7.34,4.45,59.8,246.28,61.57
"917",1.48,"SI1","1.48_SI1",8815,59,7.16,7.23,4.5,62.5,232.95,37.84
"918",1.48,"SI2","1.48_SI2",7341,58,7.34,7.31,4.5,61.35,241.45,30.4
"919",1.48,"VS2","1.48_VS2",8196,58,7.16,7.19,4.52,63,232.69,35.22
"920",1.49,"I1","1.49_I1",6221.33,56.2,7.17,7.16,4.59,64.03,235.64,26.4
"921",1.49,"SI1","1.49_SI1",9335.67,58.67,7.28,7.3,4.47,61.3,237.55,39.3
"922",1.49,"SI2","1.49_SI2",6590,58.5,7.2,7.18,4.56,63.4,235.73,27.96
"923",1.49,"VS1","1.49_VS1",12900,62,7.41,7.36,4.49,60.8,244.87,52.68
"924",1.49,"VS2","1.49_VS2",9552,60,7.24,7.31,4.56,62.7,241.34,39.58
"925",1.49,"VVS2","1.49_VVS2",18614,58,7.36,7.38,4.5,61.1,244.43,76.15
"926",1.5,"I1","1.5_I1",4683.08,58.62,7.23,7.16,4.57,63.57,236.57,19.8
"927",1.5,"IF","1.5_IF",13121.29,58.14,7.28,7.32,4.55,62.31,242.47,54.12
"928",1.5,"SI1","1.5_SI1",9871.25,58.56,7.3,7.3,4.52,61.94,240.87,40.98
"929",1.5,"SI2","1.5_SI2",7867.82,58.91,7.29,7.27,4.53,62.23,240.08,32.77
"930",1.5,"VS1","1.5_VS1",12078.8,58.37,7.32,7.31,4.51,61.71,241.33,50.05
"931",1.5,"VS2","1.5_VS2",11907.43,58.14,7.31,7.31,4.52,61.84,241.53,49.3
"932",1.5,"VVS1","1.5_VVS1",12094.18,59.82,7.27,7.3,4.53,62.17,240.41,50.31
"933",1.5,"VVS2","1.5_VVS2",11541.56,57.79,7.3,7.3,4.55,62.28,242.47,47.6
"934",1.51,"I1","1.51_I1",5044.44,59.06,7.31,7.24,4.56,62.72,241.34,20.9
"935",1.51,"IF","1.51_IF",14356.25,59.12,7.34,7.36,4.52,61.55,244.18,58.79
"936",1.51,"SI1","1.51_SI1",9857.17,58.46,7.33,7.32,4.54,62.01,243.6,40.46
"937",1.51,"SI2","1.51_SI2",8121.98,58.35,7.32,7.3,4.54,62.17,242.6,33.48
"938",1.51,"VS1","1.51_VS1",12216.14,58.15,7.33,7.33,4.53,61.87,243.39,50.19
"939",1.51,"VS2","1.51_VS2",11622.32,58.12,7.33,7.31,4.53,61.93,242.73,47.88
"940",1.51,"VVS1","1.51_VVS1",12886.25,59.42,7.34,7.34,4.53,61.8,244.06,52.8
"941",1.51,"VVS2","1.51_VVS2",12637.8,58.43,7.32,7.33,4.55,62.11,244.13,51.77
"942",1.52,"I1","1.52_I1",4238.78,58.11,7.31,7.24,4.61,63.53,243.98,17.37
"943",1.52,"IF","1.52_IF",10514,57,7.3,7.3,4.54,62.2,241.94,43.46
"944",1.52,"SI1","1.52_SI1",10051,58.03,7.37,7.36,4.56,61.87,247.35,40.63
"945",1.52,"SI2","1.52_SI2",8448.53,58.74,7.38,7.36,4.53,61.45,246.06,34.34
"946",1.52,"VS1","1.52_VS1",12456.28,57.91,7.37,7.37,4.55,61.74,247.14,50.4
"947",1.52,"VS2","1.52_VS2",11847.19,57.63,7.36,7.35,4.55,61.89,246.14,48.13
"948",1.52,"VVS1","1.52_VVS1",13838.27,56.73,7.36,7.37,4.56,61.89,247.35,55.95
"949",1.52,"VVS2","1.52_VVS2",11927.7,58.55,7.38,7.36,4.56,61.84,247.68,48.16
"950",1.53,"I1","1.53_I1",6340.33,56.53,7.37,7.33,4.6,62.47,248.5,25.51
"951",1.53,"IF","1.53_IF",11409.25,57.5,7.36,7.36,4.57,62.1,247.56,46.09
"952",1.53,"SI1","1.53_SI1",10538.9,57.54,7.4,7.4,4.51,61.6,246.97,42.67
"953",1.53,"SI2","1.53_SI2",8315.55,58.16,7.41,7.38,4.55,61.47,248.82,33.42
"954",1.53,"VS1","1.53_VS1",11786.18,58.33,7.41,7.42,4.54,61.27,249.62,47.22
"955",1.53,"VS2","1.53_VS2",11285.85,58.59,7.42,7.41,4.55,61.38,250.17,45.11
"956",1.53,"VVS1","1.53_VVS1",12351.43,57.86,7.41,7.41,4.55,61.34,249.83,49.44
"957",1.53,"VVS2","1.53_VVS2",14458.23,57.92,7.38,7.4,4.56,61.67,249.03,58.06
"958",1.54,"I1","1.54_I1",5548.17,58.33,7.34,7.36,4.56,62.03,246.34,22.52
"959",1.54,"IF","1.54_IF",13316,58.67,7.42,7.44,4.57,61.47,252.29,52.78
"960",1.54,"SI1","1.54_SI1",10356.83,58.34,7.4,7.39,4.57,61.83,249.92,41.44
"961",1.54,"SI2","1.54_SI2",8052.82,58.73,7.43,7.4,4.55,61.33,250.17,32.19
"962",1.54,"VS1","1.54_VS1",12508.25,57.83,7.4,7.42,4.58,61.82,251.48,49.74
"963",1.54,"VS2","1.54_VS2",12340.42,58.33,7.42,7.42,4.56,61.4,251.06,49.15
"964",1.54,"VVS1","1.54_VVS1",13875.4,57.6,7.42,7.43,4.57,61.56,251.95,55.07
"965",1.54,"VVS2","1.54_VVS2",12945.2,56.8,7.38,7.4,4.6,62.21,251.22,51.53
"966",1.55,"I1","1.55_I1",5469.5,58,7.38,7.4,4.62,62.6,252.31,21.68
"967",1.55,"IF","1.55_IF",13482.5,57,7.44,7.44,4.57,61.4,252.97,53.3
"968",1.55,"SI1","1.55_SI1",10308.26,57.48,7.43,7.43,4.58,61.55,252.84,40.77
"969",1.55,"SI2","1.55_SI2",8606.89,57.46,7.46,7.45,4.56,61.18,253.43,33.96
"970",1.55,"VS1","1.55_VS1",11439,57.74,7.47,7.47,4.56,61.08,254.45,44.96
"971",1.55,"VS2","1.55_VS2",11895.42,57.61,7.43,7.44,4.58,61.55,253.18,46.98
"972",1.55,"VVS1","1.55_VVS1",11869,56,7.36,7.43,4.59,62.1,251,47.29
"973",1.55,"VVS2","1.55_VVS2",15231,56.25,7.39,7.41,4.59,62.05,251.35,60.6
"974",1.56,"SI1","1.56_SI1",10146.26,57.41,7.45,7.45,4.59,61.6,254.76,39.83
"975",1.56,"SI2","1.56_SI2",8210.5,57.92,7.48,7.47,4.57,61.08,255.35,32.15
"976",1.56,"VS1","1.56_VS1",11526.35,57.71,7.47,7.48,4.59,61.41,256.47,44.94
"977",1.56,"VS2","1.56_VS2",10724.93,58.39,7.48,7.48,4.57,61.13,255.69,41.95
"978",1.56,"VVS1","1.56_VVS1",15334,59,7.48,7.57,4.49,59.7,254.24,60.31
"979",1.56,"VVS2","1.56_VVS2",12531,56.2,7.4,7.42,4.61,62.12,253.13,49.5
"980",1.57,"I1","1.57_I1",5170,56,7.42,7.36,4.64,62.8,253.4,20.4
"981",1.57,"SI1","1.57_SI1",10773.62,57.12,7.49,7.5,4.59,61.29,257.84,41.78
"982",1.57,"SI2","1.57_SI2",8394.24,58.71,7.46,7.45,4.58,61.46,254.54,32.98
"983",1.57,"VS1","1.57_VS1",11272.56,58.61,7.51,7.4,4.56,61.76,253.42,44.48
"984",1.57,"VS2","1.57_VS2",10660.52,57.39,7.48,7.48,4.61,61.59,257.93,41.33
"985",1.57,"VVS2","1.57_VVS2",11450,56.8,7.49,7.46,4.6,61.58,257.03,44.55
"986",1.58,"I1","1.58_I1",4459,61,7.55,7.51,4.53,60.2,256.85,17.36
"987",1.58,"IF","1.58_IF",17329,57,7.45,7.51,4.65,62.2,260.17,66.61
"988",1.58,"SI1","1.58_SI1",11263.8,57.07,7.48,7.49,4.62,61.69,258.84,43.52
"989",1.58,"SI2","1.58_SI2",8565.15,57.77,7.51,7.48,4.59,61.29,257.84,33.22
"990",1.58,"VS1","1.58_VS1",12832.56,58.19,7.48,7.49,4.6,61.51,257.72,49.79
"991",1.58,"VS2","1.58_VS2",12310.15,57.5,7.51,7.53,4.6,61.17,260.13,47.32
"992",1.58,"VVS1","1.58_VVS1",11106,54.67,7.49,7.51,4.63,61.7,260.44,42.64
"993",1.58,"VVS2","1.58_VVS2",12240,56.8,7.51,7.51,4.62,61.54,260.57,46.97
"994",1.59,"SI1","1.59_SI1",10019.8,57.52,7.49,7.5,4.63,61.84,260.09,38.52
"995",1.59,"SI2","1.59_SI2",8689.05,57.26,7.5,7.48,4.62,61.66,259.18,33.53
"996",1.59,"VS1","1.59_VS1",12459.31,57.37,7.49,7.52,4.6,61.38,259.09,48.09
"997",1.59,"VS2","1.59_VS2",10862.58,58.91,7.5,7.5,4.61,61.43,259.31,41.89
"998",1.59,"VVS1","1.59_VVS1",16599,56,7.57,7.64,4.55,59.9,263.15,63.08
"999",1.59,"VVS2","1.59_VVS2",12928.33,56.83,7.5,7.5,4.65,62.02,261.56,49.43
"1000",1.6,"IF","1.6_IF",16423.5,53.5,7.66,7.66,4.63,60.65,271.67,60.45
"1001",1.6,"SI1","1.6_SI1",10384.8,56.9,7.49,7.48,4.65,62.17,260.52,39.86
"1002",1.6,"SI2","1.6_SI2",9165.33,57.33,7.51,7.5,4.62,61.57,260.22,35.22
"1003",1.6,"VS1","1.6_VS1",11973.61,57.59,7.54,7.54,4.61,61.21,262.09,45.69
"1004",1.6,"VS2","1.6_VS2",12176,57.21,7.54,7.53,4.62,61.34,262.31,46.42
"1005",1.6,"VVS1","1.6_VVS1",15518.25,57,7.56,7.57,4.61,60.9,263.83,58.82
"1006",1.6,"VVS2","1.6_VVS2",16141.5,60,7.54,7.54,4.57,60.6,259.81,62.13
"1007",1.61,"IF","1.61_IF",10257.5,58,7.5,7.5,4.66,62.1,262.12,39.13
"1008",1.61,"SI1","1.61_SI1",10537.5,57.14,7.52,7.51,4.65,61.85,262.61,40.13
"1009",1.61,"SI2","1.61_SI2",9297.12,59.76,7.49,7.49,4.64,61.92,260.3,35.72
"1010",1.61,"VS1","1.61_VS1",14715,56.33,7.53,7.52,4.67,62.07,264.44,55.65
"1011",1.61,"VS2","1.61_VS2",12050.65,57.35,7.53,7.52,4.64,61.72,262.74,45.87
"1012",1.62,"SI1","1.62_SI1",11521.44,57.33,7.49,7.5,4.66,62.21,261.78,44.01
"1013",1.62,"SI2","1.62_SI2",7980.38,59.31,7.51,7.52,4.66,62.02,263.17,30.32
"1014",1.62,"VS1","1.62_VS1",13689.89,57.78,7.59,7.57,4.62,61.02,265.45,51.57
"1015",1.62,"VS2","1.62_VS2",13285.19,57.61,7.54,7.55,4.65,61.65,264.71,50.19
"1016",1.62,"VVS1","1.62_VVS1",12186,58,7.54,7.56,4.64,61.5,264.49,46.07
"1017",1.62,"VVS2","1.62_VVS2",11587,54,7.47,7.52,4.7,62.7,264.02,43.89
"1018",1.63,"I1","1.63_I1",7164.5,55.05,7.54,7.54,4.68,62,266.07,26.93
"1019",1.63,"SI1","1.63_SI1",11041.36,58.14,7.59,7.59,4.64,61.21,267.3,41.31
"1020",1.63,"SI2","1.63_SI2",9718.71,57.43,7.61,7.58,4.65,61.33,268.23,36.23
"1021",1.63,"VS1","1.63_VS1",13826.75,56.88,7.57,7.58,4.67,61.6,267.97,51.6
"1022",1.63,"VS2","1.63_VS2",12949.67,56.59,7.55,7.56,4.67,61.76,266.55,48.58
"1023",1.63,"VVS1","1.63_VVS1",13211,58,7.68,7.84,4.59,59.1,276.37,47.8
"1024",1.63,"VVS2","1.63_VVS2",12174,54.7,7.49,7.52,4.69,62.3,264.16,46.09
"1025",1.64,"I1","1.64_I1",4849,60,7.44,7.35,4.76,64.5,260.3,18.63
"1026",1.64,"SI1","1.64_SI1",11525.87,58.33,7.61,7.6,4.64,61.05,268.36,42.95
"1027",1.64,"SI2","1.64_SI2",8553.6,58.2,7.54,7.54,4.68,62.09,266.07,32.15
"1028",1.64,"VS1","1.64_VS1",11076.67,57,7.64,7.61,4.66,61.07,270.93,40.88
"1029",1.64,"VS2","1.64_VS2",13107.38,56.19,7.59,7.59,4.69,61.77,270.18,48.51
"1030",1.64,"VVS2","1.64_VVS2",17604,56,7.59,7.6,4.69,61.8,270.54,65.07
"1031",1.65,"I1","1.65_I1",6850,59,7.55,7.55,4.68,62,266.77,25.68
"1032",1.65,"IF","1.65_IF",17649,55,7.57,7.57,4.72,62.4,270.48,65.25
"1033",1.65,"SI1","1.65_SI1",9030.38,57.88,7.59,7.59,4.68,61.58,269.61,33.49
"1034",1.65,"SI2","1.65_SI2",9714.11,57.78,7.62,7.6,4.68,61.52,271.03,35.84
"1035",1.65,"VS1","1.65_VS1",13217,56.83,7.55,7.59,4.69,62,268.76,49.18
"1036",1.65,"VS2","1.65_VS2",12742.25,56.25,7.62,7.63,4.7,61.6,273.26,46.63
"1037",1.65,"VVS2","1.65_VVS2",12225,56,7.68,7.65,4.76,62.1,279.66,43.71
"1038",1.66,"I1","1.66_I1",6080,57.85,7.58,7.58,4.71,62.1,270.62,22.47
"1039",1.66,"IF","1.66_IF",14791.5,57,7.61,7.61,4.68,61.5,271.03,54.58
"1040",1.66,"SI1","1.66_SI1",11107,58,7.55,7.56,4.7,62.21,268.27,41.4
"1041",1.66,"SI2","1.66_SI2",8926.43,58.43,7.62,7.62,4.64,60.9,269.42,33.13
"1042",1.66,"VS1","1.66_VS1",13703.67,55.33,7.63,7.66,4.7,61.5,274.7,49.89
"1043",1.66,"VS2","1.66_VS2",12786.14,56.43,7.58,7.59,4.73,62.41,272.13,46.99
"1044",1.66,"VVS2","1.66_VVS2",9972,59,7.56,7.56,4.73,62.6,270.34,36.89
"1045",1.67,"SI1","1.67_SI1",10691.67,58.5,7.68,7.69,4.66,60.68,275.22,38.85
"1046",1.67,"SI2","1.67_SI2",9694.67,57,7.61,7.59,4.72,62.2,272.63,35.56
"1047",1.67,"VS1","1.67_VS1",12941.14,57.14,7.63,7.62,4.69,61.51,272.68,47.46
"1048",1.67,"VS2","1.67_VS2",13273.38,56.75,7.6,7.6,4.7,61.88,271.47,48.89
"1049",1.67,"VVS2","1.67_VVS2",17028,57,7.61,7.69,4.71,61.6,275.63,61.78
"1050",1.68,"I1","1.68_I1",5818,60,7.46,7.46,4.8,64.3,267.13,21.78
"1051",1.68,"SI1","1.68_SI1",12070.5,58,7.67,7.65,4.7,61.42,275.77,43.77
"1052",1.68,"SI2","1.68_SI2",10617,55.5,7.69,7.7,4.67,60.67,276.52,38.4
"1053",1.68,"VS1","1.68_VS1",13703.67,56.33,7.71,7.74,4.67,60.43,278.68,49.17
"1054",1.68,"VS2","1.68_VS2",13384.33,56.67,7.63,7.61,4.72,61.97,274.06,48.84
"1055",1.69,"I1","1.69_I1",6101.33,59,7.65,7.65,4.71,61.53,275.64,22.14
"1056",1.69,"SI1","1.69_SI1",12805.75,56.75,7.64,7.64,4.72,61.85,275.5,46.48
"1057",1.69,"SI2","1.69_SI2",9796,58.5,7.59,7.59,4.74,62.5,273.06,35.87
"1058",1.69,"VS1","1.69_VS1",16206.67,57,7.68,7.69,4.68,60.97,276.4,58.63
"1059",1.69,"VS2","1.69_VS2",14392.57,57.71,7.69,7.68,4.7,61.14,277.58,51.85
"1060",1.69,"VVS2","1.69_VVS2",14141.5,58.5,7.64,7.62,4.7,61.65,273.62,51.68
"1061",1.7,"I1","1.7_I1",6458.5,55.52,7.58,7.53,4.76,62.98,271.69,23.77
"1062",1.7,"SI1","1.7_SI1",11369.85,58.17,7.66,7.62,4.69,61.43,273.75,41.53
"1063",1.7,"SI2","1.7_SI2",9322.71,57.89,7.66,7.63,4.72,61.72,275.86,33.8
"1064",1.7,"VS1","1.7_VS1",13840.6,57.37,7.68,7.66,4.71,61.4,277.08,49.95
"1065",1.7,"VS2","1.7_VS2",13072.62,58.11,7.62,7.61,4.71,61.91,273.12,47.86
"1066",1.7,"VVS1","1.7_VVS1",14628,57.8,7.62,7.63,4.71,61.84,273.84,53.42
